ip_1,ip_2,shared_targets_count,jaccard_overlap,timing_similarity,ua_similarity,endpoint_similarity,failure_similarity,composite_score
103.222.244.78,103.241.121.147,1,0.0556,0.956,1.0,1.0,0.9167,0.7259
185.128.187.230,185.93.143.185,1,0.0769,0.8314,1.0,1.0,0.8333,0.7259
103.162.119.84,103.232.112.4,1,0.0435,0.9993,1.0,1.0,1.0,0.7259
103.58.143.99,103.92.156.62,1,0.0526,0.9683,1.0,1.0,0.934,0.7259
103.152.137.243,103.95.136.9,1,0.05,0.9953,1.0,1.0,0.9286,0.7259
103.120.212.186,103.83.4.88,1,0.0435,0.9992,1.0,1.0,1.0,0.7259
103.135.28.37,103.94.205.235,1,0.05,0.942,1.0,1.0,1.0,0.7259
103.174.79.128,103.62.36.252,1,0.0526,0.919,1.0,1.0,1.0,0.7259
103.161.243.39,103.88.116.121,1,0.0476,0.9626,1.0,1.0,1.0,0.7259
103.72.121.162,103.73.110.104,1,0.0455,0.9818,1.0,1.0,1.0,0.7259
103.138.71.208,103.95.210.51,1,0.0526,0.9192,1.0,1.0,1.0,0.7259
103.211.101.38,103.83.4.88,1,0.0556,0.9872,1.0,1.0,0.875,0.7259
103.189.85.232,103.227.54.205,1,0.0476,0.9627,1.0,1.0,1.0,0.7259
103.115.220.134,103.92.215.247,1,0.0435,0.9988,1.0,1.0,1.0,0.7258
103.117.79.80,103.65.34.92,1,0.0556,0.9613,1.0,1.0,0.9091,0.7258
103.117.2.143,103.185.21.159,1,0.0476,0.9621,1.0,1.0,1.0,0.7258
103.117.2.143,103.152.167.19,1,0.0455,0.9812,1.0,1.0,1.0,0.7258
103.197.32.24,103.56.31.231,1,0.0476,0.9622,1.0,1.0,1.0,0.7258
103.125.7.46,103.81.216.8,1,0.0556,0.9865,1.0,1.0,0.875,0.7258
103.153.211.251,103.156.63.44,1,0.0476,0.9621,1.0,1.0,1.0,0.7258
103.162.240.211,103.213.28.84,1,0.05,0.9414,1.0,1.0,1.0,0.7258
103.166.232.44,103.191.246.31,1,0.0625,0.9154,1.0,1.0,0.8889,0.7258
103.177.164.1,103.247.23.181,1,0.0556,0.9679,1.0,1.0,0.9,0.7258
103.16.250.117,103.192.147.215,1,0.05,0.9415,1.0,1.0,1.0,0.7258
103.109.126.122,103.166.232.44,1,0.0667,0.8791,1.0,1.0,0.8889,0.7258
103.144.54.179,103.153.211.251,1,0.0625,0.9572,1.0,1.0,0.8333,0.7258
103.168.70.14,103.39.19.230,1,0.0476,0.9623,1.0,1.0,1.0,0.7258
103.144.148.160,103.87.61.251,1,0.05,0.995,1.0,1.0,0.9285,0.7258
103.108.229.177,103.239.128.39,1,0.05,0.9416,1.0,1.0,1.0,0.7258
103.146.248.214,103.225.107.40,1,0.0476,0.9625,1.0,1.0,1.0,0.7258
103.156.192.150,103.33.197.77,1,0.0455,0.9985,1.0,1.0,0.9769,0.7258
185.191.246.23,185.235.57.115,1,0.0714,0.861,1.0,1.0,0.8571,0.7258
103.105.48.219,103.46.185.227,1,0.0435,0.9984,1.0,1.0,1.0,0.7258
103.213.55.196,103.214.10.166,1,0.0556,0.9602,1.0,1.0,0.9102,0.7258
103.188.34.196,103.86.85.236,1,0.0476,0.9881,1.0,1.0,0.9658,0.7258
103.162.119.84,103.33.15.241,1,0.0435,0.9988,1.0,1.0,1.0,0.7258
103.13.45.162,103.219.210.28,1,0.0455,0.9815,1.0,1.0,1.0,0.7258
103.69.251.98,103.72.226.141,1,0.0526,0.9185,1.0,1.0,1.0,0.7258
103.107.134.246,103.135.177.84,1,0.0526,0.9186,1.0,1.0,1.0,0.7258
103.29.218.201,103.56.81.141,1,0.05,0.9952,1.0,1.0,0.9286,0.7258
103.50.137.154,103.70.183.129,1,0.0476,0.9623,1.0,1.0,1.0,0.7258
103.154.206.248,103.162.147.202,1,0.05,0.9414,1.0,1.0,1.0,0.7258
103.60.125.102,103.81.65.34,1,0.0435,0.9985,1.0,1.0,1.0,0.7258
103.120.212.186,103.90.6.198,1,0.0556,0.8928,1.0,1.0,1.0,0.7258
103.182.73.157,103.88.77.130,1,0.0455,0.9813,1.0,1.0,1.0,0.7258
103.126.152.230,103.90.6.198,1,0.0556,0.9505,1.0,1.0,0.9231,0.7258
103.230.39.42,103.80.39.200,1,0.0625,0.9002,1.0,1.0,0.9091,0.7258
103.114.114.21,103.87.114.191,1,0.05,0.9417,1.0,1.0,1.0,0.7258
103.19.153.47,103.54.122.36,1,0.0556,0.8927,1.0,1.0,1.0,0.7258
103.137.217.188,103.172.139.205,1,0.0526,0.9183,1.0,1.0,1.0,0.7258
103.158.80.157,103.201.28.197,1,0.0526,0.9759,1.0,1.0,0.9231,0.7258
103.36.53.139,103.57.7.196,1,0.0667,0.9625,1.0,1.0,0.7778,0.7258
103.198.212.98,103.249.211.229,1,0.0588,0.9713,1.0,1.0,0.8571,0.7258
103.228.9.171,103.236.167.99,1,0.05,0.9417,1.0,1.0,1.0,0.7258
103.162.198.210,103.67.48.109,1,0.0625,0.8323,1.0,1.0,1.0,0.7258
103.115.57.191,103.131.29.90,1,0.0556,0.9677,1.0,1.0,0.9,0.7258
103.139.9.109,103.248.15.132,1,0.05,0.9415,1.0,1.0,1.0,0.7258
103.184.245.11,103.19.153.47,1,0.0588,0.8641,1.0,1.0,1.0,0.7258
103.214.76.75,103.237.12.27,1,0.05,0.9414,1.0,1.0,1.0,0.7258
103.102.247.116,103.175.170.16,1,0.05,0.9951,1.0,1.0,0.9286,0.7258
103.225.237.93,103.69.243.58,1,0.0526,0.9183,1.0,1.0,1.0,0.7258
103.205.82.226,103.210.10.200,1,0.0526,0.9498,1.0,1.0,0.9583,0.7258
103.173.229.54,103.78.206.26,1,0.0435,0.9984,1.0,1.0,1.0,0.7258
103.107.84.127,103.108.61.170,1,0.0455,0.9811,1.0,1.0,1.0,0.7258
103.152.25.211,103.86.85.236,1,0.0526,0.9334,1.0,1.0,0.9798,0.7258
103.33.185.129,103.47.170.39,1,0.0588,0.9269,1.0,1.0,0.9167,0.7258
103.166.253.131,103.170.176.59,1,0.05,0.9415,1.0,1.0,1.0,0.7258
103.204.253.139,103.85.62.166,1,0.0556,0.9377,1.0,1.0,0.9404,0.7258
103.173.229.54,103.182.73.157,1,0.0455,0.9815,1.0,1.0,1.0,0.7258
103.12.18.100,103.204.197.75,1,0.0556,0.9011,1.0,1.0,0.9889,0.7258
103.137.127.207,103.227.82.67,1,0.05,0.9951,1.0,1.0,0.9286,0.7258
185.215.93.181,185.77.7.203,1,0.0588,0.958,1.0,1.0,0.875,0.7258
103.143.187.162,103.156.192.150,1,0.05,0.9993,1.0,1.0,0.9231,0.7258
103.186.210.200,103.188.34.196,1,0.0455,0.9988,1.0,1.0,0.9769,0.7258
103.122.18.126,103.170.176.59,1,0.05,0.9413,1.0,1.0,1.0,0.7258
103.213.42.184,103.79.179.243,1,0.0435,0.9988,1.0,1.0,1.0,0.7258
103.246.12.14,103.46.221.230,1,0.0625,0.8323,1.0,1.0,1.0,0.7258
103.144.11.82,103.86.146.204,1,0.05,0.9776,1.0,1.0,0.9519,0.7258
103.120.83.176,103.238.87.139,1,0.0435,0.9984,1.0,1.0,1.0,0.7258
103.32.124.186,103.93.217.96,1,0.0476,0.9622,1.0,1.0,1.0,0.7258
103.186.210.200,103.235.84.117,1,0.0625,0.9072,1.0,1.0,0.9,0.7258
185.53.230.203,185.96.245.164,1,0.0526,0.9936,1.0,1.0,0.9,0.7258
103.127.144.238,103.83.238.205,1,0.05,0.9415,1.0,1.0,1.0,0.7258
103.182.188.101,103.89.233.155,1,0.0526,0.9864,1.0,1.0,0.9091,0.7258
103.107.210.18,103.248.109.160,1,0.0526,0.9762,1.0,1.0,0.9231,0.7258
103.134.222.153,103.199.39.169,1,0.0455,0.9813,1.0,1.0,1.0,0.7258
103.117.79.80,103.88.77.130,1,0.0588,0.8643,1.0,1.0,1.0,0.7258
103.39.167.123,103.46.178.179,1,0.0526,0.9761,1.0,1.0,0.9231,0.7258
103.173.148.92,103.31.33.130,1,0.0435,0.9985,1.0,1.0,1.0,0.7258
103.241.121.147,103.94.202.221,1,0.05,0.9414,1.0,1.0,1.0,0.7258
103.100.238.34,103.110.191.41,1,0.05,0.9413,1.0,1.0,1.0,0.7258
185.24.199.124,185.63.17.94,1,0.0588,0.8641,1.0,1.0,1.0,0.7258
103.204.253.139,103.96.237.173,1,0.0588,0.9715,1.0,1.0,0.8571,0.7258
103.200.15.214,103.209.41.5,1,0.0526,0.9809,1.0,1.0,0.9167,0.7258
103.202.67.141,103.67.1.99,1,0.05,0.9415,1.0,1.0,1.0,0.7258
103.130.233.236,103.79.134.116,1,0.0455,0.9814,1.0,1.0,1.0,0.7258
103.182.192.62,103.194.81.101,1,0.0556,0.9353,1.0,1.0,0.9432,0.7258
103.108.94.120,103.139.87.169,1,0.0556,0.8928,1.0,1.0,1.0,0.7258
103.124.51.53,103.23.232.88,1,0.0714,0.8375,1.0,1.0,0.8889,0.7258
103.32.128.225,103.93.59.26,1,0.0476,0.9622,1.0,1.0,1.0,0.7258
103.174.77.10,103.188.34.196,1,0.0476,0.9879,1.0,1.0,0.9658,0.7258
103.142.35.228,103.155.124.181,1,0.0435,0.9988,1.0,1.0,1.0,0.7258
185.30.36.174,185.46.190.237,1,0.0833,0.8163,1.0,1.0,0.7778,0.7258
103.54.157.178,103.65.158.165,1,0.05,0.9415,1.0,1.0,1.0,0.7258
103.141.182.241,103.233.64.64,1,0.0526,0.9937,1.0,1.0,0.9,0.7258
103.152.138.5,103.181.5.97,1,0.0588,0.9891,1.0,1.0,0.8333,0.7258
103.70.96.116,103.95.90.226,1,0.0556,0.9505,1.0,1.0,0.9231,0.7258
103.168.238.38,103.218.106.238,1,0.0476,0.9623,1.0,1.0,1.0,0.7258
103.155.124.181,103.46.185.227,1,0.0455,0.9815,1.0,1.0,1.0,0.7258
185.145.233.177,185.202.197.149,1,0.0556,0.8927,1.0,1.0,1.0,0.7258
103.135.177.84,103.18.251.10,1,0.0588,0.8644,1.0,1.0,1.0,0.7258
103.246.148.23,103.70.183.129,1,0.0455,0.9814,1.0,1.0,1.0,0.7258
103.127.144.238,103.56.227.157,1,0.0455,0.9813,1.0,1.0,1.0,0.7258
103.12.18.100,103.208.11.156,1,0.0476,0.9751,1.0,1.0,0.9833,0.7258
103.218.254.8,103.93.217.96,1,0.0435,0.9984,1.0,1.0,1.0,0.7258
103.70.183.129,103.88.86.126,1,0.0667,0.9206,1.0,1.0,0.8333,0.7258
103.213.54.202,103.81.65.34,1,0.0435,0.9988,1.0,1.0,1.0,0.7258
103.207.50.134,103.95.62.139,1,0.0556,0.8927,1.0,1.0,1.0,0.7258
103.247.52.157,103.32.220.155,1,0.0556,0.8931,1.0,1.0,1.0,0.7258
103.109.69.39,103.21.27.190,1,0.0714,0.9681,1.0,1.0,0.7143,0.7258
103.135.221.56,103.148.145.39,1,0.0455,0.9985,1.0,1.0,0.9769,0.7258
103.197.207.148,103.34.235.137,1,0.0526,0.9719,1.0,1.0,0.9286,0.7258
103.174.77.10,103.33.5.123,1,0.0625,0.9157,1.0,1.0,0.8889,0.7258
103.199.138.55,103.65.135.78,1,0.0526,0.9187,1.0,1.0,1.0,0.7258
103.28.69.199,103.43.97.169,1,0.0476,0.9621,1.0,1.0,1.0,0.7258
103.170.137.216,103.235.117.24,1,0.0556,0.893,1.0,1.0,1.0,0.7258
185.222.206.165,185.234.182.178,1,0.0556,0.9679,1.0,1.0,0.9,0.7258
103.138.40.49,103.32.124.186,1,0.0667,0.7959,1.0,1.0,1.0,0.7258
103.133.160.187,103.56.227.157,1,0.0667,0.9029,1.0,1.0,0.8571,0.7258
103.195.84.203,103.48.41.71,1,0.0833,0.9,1.0,1.0,0.6667,0.7258
103.246.210.60,103.58.75.113,1,0.0625,0.9258,1.0,1.0,0.875,0.7258
103.14.75.223,103.228.22.29,1,0.0556,0.9673,1.0,1.0,0.9,0.7257
103.245.179.120,103.92.91.230,1,0.0435,0.9982,1.0,1.0,1.0,0.7257
103.113.217.33,103.247.191.66,1,0.0526,0.9182,1.0,1.0,1.0,0.7257
103.136.62.22,103.62.37.164,1,0.0435,0.9979,1.0,1.0,1.0,0.7257
103.206.183.14,103.65.188.20,1,0.0556,0.8922,1.0,1.0,1.0,0.7257
103.217.189.160,103.228.22.29,1,0.05,0.9408,1.0,1.0,1.0,0.7257
103.144.148.160,103.207.79.44,1,0.0588,0.9708,1.0,1.0,0.8571,0.7257
103.117.51.192,103.127.185.50,1,0.0455,0.9808,1.0,1.0,1.0,0.7257
103.199.138.55,103.56.31.231,1,0.0556,0.8925,1.0,1.0,1.0,0.7257
103.217.189.160,103.83.110.156,1,0.05,0.9409,1.0,1.0,1.0,0.7257
103.44.22.36,103.53.147.14,1,0.0435,0.998,1.0,1.0,1.0,0.7257
103.138.112.199,103.49.110.249,1,0.0556,0.8924,1.0,1.0,1.0,0.7257
103.126.212.225,103.70.56.151,1,0.0476,0.9617,1.0,1.0,1.0,0.7257
103.187.188.105,103.85.157.236,1,0.0455,0.9806,1.0,1.0,1.0,0.7257
103.124.74.161,103.153.46.248,1,0.0435,0.9979,1.0,1.0,1.0,0.7257
103.174.79.128,103.31.33.130,1,0.0588,0.864,1.0,1.0,1.0,0.7257
185.30.36.174,185.78.105.29,1,0.0556,0.984,1.0,1.0,0.8778,0.7257
185.190.38.205,185.238.110.49,1,0.0526,0.9932,1.0,1.0,0.9,0.7257
103.214.76.75,103.52.10.178,1,0.05,0.9412,1.0,1.0,1.0,0.7257
103.184.245.11,103.81.65.34,1,0.0476,0.9619,1.0,1.0,1.0,0.7257
103.205.249.4,103.78.206.26,1,0.0476,0.9618,1.0,1.0,1.0,0.7257
103.164.238.3,103.33.94.137,1,0.0476,0.9752,1.0,1.0,0.9821,0.7257
103.111.227.78,103.167.145.128,1,0.0667,0.9454,1.0,1.0,0.8,0.7257
103.107.134.246,103.108.94.120,1,0.0556,0.8925,1.0,1.0,1.0,0.7257
103.137.217.188,103.90.6.198,1,0.0667,0.8701,1.0,1.0,0.9,0.7257
103.186.155.240,103.26.206.52,1,0.0556,0.9758,1.0,1.0,0.8889,0.7257
103.200.15.214,103.235.117.24,1,0.0526,0.9182,1.0,1.0,1.0,0.7257
103.157.195.80,103.45.228.149,1,0.0556,0.8924,1.0,1.0,1.0,0.7257
103.155.202.88,103.31.33.130,1,0.0625,0.8315,1.0,1.0,1.0,0.7257
103.188.48.65,103.55.41.172,1,0.0455,0.9866,1.0,1.0,0.9924,0.7257
103.108.229.177,103.47.15.168,1,0.0526,0.9179,1.0,1.0,1.0,0.7257
103.109.69.39,103.248.15.132,1,0.0769,0.9196,1.0,1.0,0.7143,0.7257
103.103.101.47,103.82.107.178,1,0.05,0.9946,1.0,1.0,0.9286,0.7257
103.228.76.16,103.65.158.165,1,0.0556,0.9604,1.0,1.0,0.9091,0.7257
185.138.225.178,185.141.89.108,1,0.0714,0.9201,1.0,1.0,0.7778,0.7257
103.127.241.174,103.212.78.137,1,0.0476,0.9616,1.0,1.0,1.0,0.7257
185.134.224.144,185.71.48.172,1,0.0769,0.8931,1.0,1.0,0.75,0.7257
103.235.117.24,103.37.234.114,1,0.0526,0.918,1.0,1.0,1.0,0.7257
103.125.99.91,103.176.147.51,1,0.0625,0.9255,1.0,1.0,0.875,0.7257
185.236.137.183,185.56.102.103,1,0.0714,0.7537,1.0,1.0,1.0,0.7257
103.212.78.137,103.246.148.23,1,0.0435,0.9979,1.0,1.0,1.0,0.7257
103.217.189.160,103.228.234.169,1,0.05,0.9411,1.0,1.0,1.0,0.7257
103.153.182.199,103.195.84.203,1,0.05,0.9943,1.0,1.0,0.9286,0.7257
103.132.235.122,103.33.56.210,1,0.0455,0.9806,1.0,1.0,1.0,0.7257
103.69.182.75,103.82.107.178,1,0.0526,0.9714,1.0,1.0,0.9286,0.7257
103.141.182.241,103.192.222.134,1,0.0476,0.9617,1.0,1.0,1.0,0.7257
103.112.146.235,103.72.121.162,1,0.0435,0.9983,1.0,1.0,1.0,0.7257
185.102.224.81,185.117.75.142,1,0.0526,0.9929,1.0,1.0,0.9,0.7257
103.172.139.205,103.230.9.88,1,0.0625,0.8638,1.0,1.0,0.9571,0.7257
103.196.197.247,103.91.215.226,1,0.0526,0.9675,1.0,1.0,0.934,0.7257
185.117.155.174,185.237.115.174,1,0.0714,0.7535,1.0,1.0,1.0,0.7257
103.207.50.134,103.214.158.57,1,0.0588,0.8637,1.0,1.0,1.0,0.7257
103.182.188.101,103.222.244.78,1,0.0455,0.9863,1.0,1.0,0.9924,0.7257
103.166.253.131,103.40.55.207,1,0.0476,0.9617,1.0,1.0,1.0,0.7257
103.197.207.148,103.202.67.141,1,0.05,0.9943,1.0,1.0,0.9286,0.7257
103.21.86.90,103.50.137.154,1,0.05,0.941,1.0,1.0,1.0,0.7257
103.119.101.46,103.166.241.191,1,0.0455,0.9808,1.0,1.0,1.0,0.7257
103.193.128.157,103.248.145.235,1,0.0667,0.889,1.0,1.0,0.875,0.7257
103.35.203.217,103.67.9.105,1,0.05,0.9408,1.0,1.0,1.0,0.7257
103.157.140.36,103.190.118.220,1,0.0476,0.9938,1.0,1.0,0.9573,0.7257
103.110.191.41,103.230.161.19,1,0.05,0.9987,1.0,1.0,0.9231,0.7257
103.165.146.157,103.91.183.98,1,0.0455,0.9809,1.0,1.0,1.0,0.7257
103.198.212.98,103.67.9.105,1,0.0435,0.9979,1.0,1.0,1.0,0.7257
103.14.89.176,103.168.93.221,1,0.0476,0.9616,1.0,1.0,1.0,0.7257
103.239.28.162,103.33.56.210,1,0.0476,0.962,1.0,1.0,1.0,0.7257
185.197.152.251,185.56.54.78,1,0.0667,0.8891,1.0,1.0,0.875,0.7257
103.190.202.10,103.209.123.35,1,0.0526,0.9182,1.0,1.0,1.0,0.7257
103.61.177.73,103.99.57.186,1,0.0625,0.9984,1.0,1.0,0.7778,0.7257
103.136.62.22,103.88.116.121,1,0.0476,0.9617,1.0,1.0,1.0,0.7257
103.109.48.153,103.138.112.199,1,0.0526,0.9182,1.0,1.0,1.0,0.7257
103.167.72.71,103.238.87.139,1,0.0435,0.9981,1.0,1.0,1.0,0.7257
103.200.80.6,103.95.119.201,1,0.0556,0.9547,1.0,1.0,0.9167,0.7257
103.130.150.125,103.171.247.13,1,0.0556,0.8924,1.0,1.0,1.0,0.7257
103.220.242.177,103.86.179.100,1,0.0455,0.9806,1.0,1.0,1.0,0.7257
103.233.181.104,103.86.85.236,1,0.0476,0.9876,1.0,1.0,0.9658,0.7257
103.188.48.65,103.68.200.29,1,0.0476,0.9619,1.0,1.0,1.0,0.7257
103.151.131.143,103.42.35.3,1,0.05,0.9408,1.0,1.0,1.0,0.7257
185.208.14.213,185.56.177.59,1,0.0526,0.9928,1.0,1.0,0.9,0.7257
185.111.24.84,185.94.249.242,1,0.0714,0.8369,1.0,1.0,0.8889,0.7257
103.175.94.73,103.226.111.157,1,0.05,0.941,1.0,1.0,1.0,0.7257
103.148.145.39,103.246.194.196,1,0.0556,0.9499,1.0,1.0,0.9231,0.7257
103.14.75.223,103.208.115.5,1,0.0476,0.9745,1.0,1.0,0.9833,0.7257
103.54.29.96,103.70.111.180,1,0.0526,0.9179,1.0,1.0,1.0,0.7257
103.213.54.202,103.47.56.238,1,0.05,0.9412,1.0,1.0,1.0,0.7257
103.141.182.241,103.24.236.198,1,0.0526,0.9182,1.0,1.0,1.0,0.7257
103.188.48.65,103.217.116.248,1,0.0556,0.9604,1.0,1.0,0.9091,0.7257
103.188.48.65,103.193.128.157,1,0.0556,0.9179,1.0,1.0,0.9659,0.7257
103.40.250.176,103.66.229.238,1,0.0714,0.8369,1.0,1.0,0.8889,0.7257
103.113.98.112,103.156.238.147,1,0.0556,0.9996,1.0,1.0,0.8571,0.7257
103.200.80.6,103.85.62.166,1,0.0435,0.9979,1.0,1.0,1.0,0.7257
103.177.164.1,103.219.112.107,1,0.05,0.948,1.0,1.0,0.9909,0.7257
103.112.146.235,103.233.64.64,1,0.0526,0.993,1.0,1.0,0.9,0.7257
103.47.56.238,103.92.156.62,1,0.0526,0.9756,1.0,1.0,0.9231,0.7257
103.143.197.169,103.55.238.245,1,0.0455,0.9808,1.0,1.0,1.0,0.7257
103.143.197.169,103.49.194.187,1,0.0625,0.8315,1.0,1.0,1.0,0.7257
103.208.212.74,103.218.106.238,1,0.05,0.9411,1.0,1.0,1.0,0.7257
103.189.167.34,103.52.54.148,1,0.0556,0.9605,1.0,1.0,0.9091,0.7257
103.162.168.7,103.238.87.139,1,0.0455,0.981,1.0,1.0,1.0,0.7257
103.86.85.236,103.94.115.139,1,0.05,0.9618,1.0,1.0,0.9722,0.7257
103.100.91.161,103.205.231.166,1,0.0526,0.9179,1.0,1.0,1.0,0.7257
103.115.196.163,103.135.221.56,1,0.0476,0.9743,1.0,1.0,0.9833,0.7257
103.141.182.241,103.31.33.130,1,0.05,0.941,1.0,1.0,1.0,0.7257
103.175.94.73,103.203.210.30,1,0.0455,0.9807,1.0,1.0,1.0,0.7257
185.170.154.23,185.75.184.50,1,0.0556,0.8922,1.0,1.0,1.0,0.7257
103.232.198.59,103.72.121.162,1,0.0455,0.9808,1.0,1.0,1.0,0.7257
103.190.163.1,103.247.191.66,1,0.0476,0.9616,1.0,1.0,1.0,0.7257
103.120.212.186,103.136.62.22,1,0.0435,0.9981,1.0,1.0,1.0,0.7257
103.152.138.5,103.33.94.137,1,0.0526,0.9358,1.0,1.0,0.9762,0.7257
103.123.46.79,103.83.224.172,1,0.0556,0.9499,1.0,1.0,0.9231,0.7257
103.109.48.153,103.110.106.83,1,0.0588,0.8638,1.0,1.0,1.0,0.7257
103.162.147.202,103.78.206.26,1,0.0455,0.9806,1.0,1.0,1.0,0.7257
103.65.135.78,103.65.158.165,1,0.05,0.9408,1.0,1.0,1.0,0.7257
103.171.246.166,103.32.220.155,1,0.0556,0.8922,1.0,1.0,1.0,0.7257
103.164.2.148,103.199.39.169,1,0.0455,0.981,1.0,1.0,1.0,0.7257
103.187.221.71,103.195.146.158,1,0.0476,0.9616,1.0,1.0,1.0,0.7257
103.115.196.163,103.166.139.148,1,0.0455,0.9867,1.0,1.0,0.9924,0.7257
103.217.137.21,103.47.187.8,1,0.0526,0.9182,1.0,1.0,1.0,0.7257
103.100.91.161,103.193.67.27,1,0.05,0.9412,1.0,1.0,1.0,0.7257
103.166.232.44,103.187.221.71,1,0.0556,0.9756,1.0,1.0,0.8889,0.7257
103.185.205.52,103.199.138.55,1,0.05,0.9944,1.0,1.0,0.9286,0.7257
103.192.195.172,103.223.56.244,1,0.0476,0.9746,1.0,1.0,0.9833,0.7257
103.101.86.175,103.57.203.224,1,0.0455,0.9806,1.0,1.0,1.0,0.7257
103.210.251.112,103.92.52.50,1,0.0435,0.998,1.0,1.0,1.0,0.7257
103.171.92.250,103.207.50.134,1,0.0476,0.9619,1.0,1.0,1.0,0.7257
103.100.238.34,103.49.110.249,1,0.0455,0.9809,1.0,1.0,1.0,0.7257
103.126.152.230,103.213.55.196,1,0.0556,0.9593,1.0,1.0,0.9102,0.7256
103.126.157.44,103.83.4.88,1,0.0455,0.9802,1.0,1.0,1.0,0.7256
103.33.15.241,103.72.141.41,1,0.0435,0.9975,1.0,1.0,1.0,0.7256
103.11.30.176,103.193.67.27,1,0.0435,0.9976,1.0,1.0,1.0,0.7256
103.122.189.49,103.17.121.232,1,0.0556,0.9543,1.0,1.0,0.9167,0.7256
103.127.241.174,103.176.233.183,1,0.0476,0.9615,1.0,1.0,1.0,0.7256
103.221.231.177,103.46.185.227,1,0.0455,0.9804,1.0,1.0,1.0,0.7256
103.237.204.91,103.242.173.94,1,0.0526,0.9175,1.0,1.0,1.0,0.7256
103.135.28.37,103.179.178.180,1,0.0455,0.9802,1.0,1.0,1.0,0.7256
103.161.243.39,103.96.174.177,1,0.0556,0.9854,1.0,1.0,0.875,0.7256
185.158.239.34,185.193.22.31,1,0.0625,0.8415,1.0,1.0,0.9861,0.7256
103.45.42.50,103.94.135.106,1,0.0476,0.9933,1.0,1.0,0.9573,0.7256
185.154.213.32,185.225.114.74,1,0.0714,0.7949,1.0,1.0,0.9444,0.7256
185.44.201.32,185.51.120.29,1,0.0588,0.9382,1.0,1.0,0.9,0.7256
103.206.120.121,103.81.216.8,1,0.0526,0.9177,1.0,1.0,1.0,0.7256
103.225.107.40,103.229.81.182,1,0.0526,0.9176,1.0,1.0,1.0,0.7256
103.198.241.193,103.86.146.204,1,0.05,0.9765,1.0,1.0,0.9519,0.7256
103.116.62.147,103.189.167.34,1,0.0625,0.9145,1.0,1.0,0.8889,0.7256
103.181.253.52,103.186.181.231,1,0.0476,0.9613,1.0,1.0,1.0,0.7256
103.17.214.45,103.173.229.54,1,0.0455,0.9802,1.0,1.0,1.0,0.7256
103.186.181.231,103.205.249.4,1,0.0476,0.9612,1.0,1.0,1.0,0.7256
103.133.32.146,103.144.148.160,1,0.0526,0.967,1.0,1.0,0.934,0.7256
103.156.63.44,103.248.12.176,1,0.0476,0.9615,1.0,1.0,1.0,0.7256
103.208.212.74,103.211.253.181,1,0.05,0.9404,1.0,1.0,1.0,0.7256
103.109.96.35,103.115.196.163,1,0.0526,0.9797,1.0,1.0,0.9167,0.7256
103.107.210.18,103.113.98.112,1,0.0526,0.9671,1.0,1.0,0.934,0.7256
103.11.30.176,103.213.28.84,1,0.0435,0.9976,1.0,1.0,1.0,0.7256
185.134.224.144,185.151.101.50,1,0.0714,0.9403,1.0,1.0,0.75,0.7256
103.175.94.73,103.223.152.17,1,0.0526,0.9173,1.0,1.0,1.0,0.7256
103.195.146.158,103.79.52.86,1,0.0588,0.9881,1.0,1.0,0.8333,0.7256
103.159.241.229,103.183.157.224,1,0.05,0.9403,1.0,1.0,1.0,0.7256
103.223.252.189,103.57.230.29,1,0.0588,0.9881,1.0,1.0,0.8333,0.7256
103.155.202.88,103.45.68.94,1,0.0588,0.9258,1.0,1.0,0.9167,0.7256
103.46.178.179,103.53.16.73,1,0.0556,0.9498,1.0,1.0,0.9231,0.7256
103.139.9.109,103.85.120.170,1,0.05,0.9403,1.0,1.0,1.0,0.7256
185.150.72.38,185.99.177.93,1,0.0714,0.8281,1.0,1.0,0.9,0.7256
103.178.254.75,103.227.54.205,1,0.0435,0.9977,1.0,1.0,1.0,0.7256
103.153.158.189,103.171.92.250,1,0.0455,0.9802,1.0,1.0,1.0,0.7256
103.107.12.197,103.33.197.77,1,0.0588,0.9384,1.0,1.0,0.9,0.7256
103.228.76.16,103.232.224.138,1,0.0556,0.9602,1.0,1.0,0.9091,0.7256
103.44.29.219,103.58.75.113,1,0.05,0.9403,1.0,1.0,1.0,0.7256
103.10.186.9,103.130.188.197,1,0.0526,0.9801,1.0,1.0,0.9167,0.7256
103.185.165.182,103.83.71.137,1,0.0476,0.9615,1.0,1.0,1.0,0.7256
103.135.221.56,103.199.14.63,1,0.0588,0.9382,1.0,1.0,0.9,0.7256
103.139.9.109,103.199.39.169,1,0.0455,0.9803,1.0,1.0,1.0,0.7256
103.54.67.201,103.65.158.165,1,0.0476,0.9611,1.0,1.0,1.0,0.7256
185.123.239.128,185.202.197.149,1,0.0588,0.8633,1.0,1.0,1.0,0.7256
103.63.112.65,103.79.179.243,1,0.05,0.9403,1.0,1.0,1.0,0.7256
103.46.178.179,103.93.129.179,1,0.0526,0.9751,1.0,1.0,0.9231,0.7256
103.114.114.21,103.14.89.176,1,0.0476,0.9613,1.0,1.0,1.0,0.7256
185.167.5.217,185.30.22.84,1,0.0833,0.9701,1.0,1.0,0.5714,0.7256
103.113.210.183,103.56.227.157,1,0.0455,0.9803,1.0,1.0,1.0,0.7256
103.56.117.131,103.83.71.137,1,0.0476,0.9613,1.0,1.0,1.0,0.7256
